G_ID,day,val,provisional,estimate,warning,temp_c
1100,2014-07-23 00:00:00,69.56,0,False,False,
1100,2014-07-29 00:00:00,69.49,0,False,False,
1100,2014-08-06 00:00:00,69.32,0,False,False,
1100,2014-08-13 00:00:00,69.42,0,False,False,
1100,2014-08-20 00:00:00,69.36,0,False,False,
1100,2014-08-27 00:00:00,69.22,0,False,False,
1100,2014-09-03 00:00:00,69.18,0,False,False,
1100,2014-09-10 00:00:00,69.08,0,False,False,
1100,2014-09-17 00:00:00,68.98,0,False,False,
1100,2014-09-24 00:00:00,69.12,0,False,False,
1100,2014-10-08 00:00:00,69.24,0,False,False,
1100,2014-10-16 00:00:00,69.38,0,False,False,
1100,2014-10-22 00:00:00,69.50,0,False,False,
1100,2014-10-29 00:00:00,69.95,0,False,False,
1100,2014-11-05 00:00:00,70.16,0,False,False,
1100,2014-11-12 00:00:00,70.17,0,False,False,
1100,2014-11-19 00:00:00,70.06,0,False,False,
1100,2014-11-24 00:00:00,70.20,0,False,False,
1100,2014-12-03 00:00:00,70.45,0,False,False,
1100,2014-12-10 00:00:00,70.51,0,False,False,
1100,2014-12-17 00:00:00,70.56,0,False,False,
1100,2014-12-22 00:00:00,70.68,0,False,False,
1100,2014-12-29 00:00:00,70.66,0,False,False,
1100,2015-01-05 00:00:00,70.80,0,False,False,
1100,2015-01-14 00:00:00,70.68,0,False,False,
1100,2015-01-21 00:00:00,70.86,0,False,False,
1100,2015-01-28 00:00:00,70.74,0,False,False,
1100,2015-02-04 00:00:00,70.70,0,False,False,
1100,2015-02-11 00:00:00,71.14,0,False,False,
1100,2015-02-25 00:00:00,70.81,0,False,False,
1100,2015-03-11 00:00:00,70.76,0,False,False,
1100,2015-03-18 00:00:00,71.27,0,False,False,
1100,2015-03-25 00:00:00,71.18,0,False,False,
1100,2015-04-08 00:00:00,70.90,0,False,False,
1100,2015-04-22 00:00:00,70.78,0,False,False,
1100,2015-05-06 00:00:00,70.68,0,False,False,
1100,2015-05-20 00:00:00,70.53,0,False,False,
1100,2015-06-03 00:00:00,70.27,0,False,False,
1100,2015-06-17 00:00:00,69.88,0,False,False,
1100,2015-06-25 00:00:00,69.64,0,False,False,
1100,2015-06-29 00:00:00,69.55,0,False,False,
1100,2015-07-01 00:00:00,69.48,0,False,False,
1100,2015-07-15 00:00:00,69.14,0,False,False,
1100,2015-07-22 00:00:00,68.98,0,False,False,
1100,2015-08-04 00:00:00,68.72,0,False,False,
1100,2015-08-19 00:00:00,68.53,0,False,False,
1100,2015-09-02 00:00:00,68.56,0,False,False,
1100,2015-09-23 00:00:00,68.44,0,False,False,
1100,2015-10-07 00:00:00,68.42,0,False,False,
1100,2015-10-21 00:00:00,68.57,0,False,False,
1100,2015-11-04 00:00:00,69.48,0,False,False,
1100,2015-11-12 00:00:00,69.36,0,False,False,
1100,2015-11-18 00:00:00,70.58,0,False,False,
1100,2015-11-24 00:00:00,70.24,0,False,False,
1100,2015-12-09 00:00:00,70.68,0,False,False,
1100,2015-12-16 00:00:00,70.83,0,False,False,
1100,2015-12-30 00:00:00,70.98,0,False,False,
1100,2016-01-20 00:00:00,70.86,0,False,False,
1100,2016-01-27 00:00:00,71.03,0,False,False,
1100,2016-02-03 00:00:00,71.06,0,False,False,
1100,2016-02-17 00:00:00,71.16,0,False,False,
1100,2016-03-02 00:00:00,71.34,0,False,False,
1100,2016-03-10 00:00:00,71.38,0,False,False,
1100,2016-03-16 00:00:00,71.56,0,False,False,
1100,2016-03-23 00:00:00,71.36,0,False,False,
1100,2016-03-30 00:00:00,71.26,0,False,False,
1100,2016-04-13 00:00:00,71.08,0,False,False,
1100,2016-04-28 00:00:00,71.04,0,False,False,
1100,2016-05-11 00:00:00,70.86,0,False,False,
1100,2016-05-18 00:00:00,70.78,0,False,False,
1100,2016-06-08 00:00:00,70.60,0,False,False,
1100,2016-06-22 00:00:00,70.58,0,False,False,
1100,2016-06-30 00:00:00,70.48,0,False,False,
1100,2016-07-13 00:00:00,70.30,0,False,False,
1100,2016-07-27 00:00:00,70.06,0,False,False,
1100,2016-08-08 00:00:00,69.60,0,False,False,
1100,2016-08-16 00:00:00,69.74,0,False,False,
1100,2016-08-23 00:00:00,69.60,0,False,False,
1100,2016-08-26 00:00:00,69.50,0,False,False,
1100,2016-09-07 00:00:00,69.54,0,False,False,
1100,2016-09-14 00:00:00,69.50,0,False,False,
1100,2016-09-20 00:00:00,69.58,0,False,False,
1100,2016-10-05 00:00:00,69.58,0,False,False,
1100,2016-10-10 00:00:00,69.76,0,False,False,
1100,2016-10-11 00:00:00,69.76,0,False,False,
1100,2016-10-16 00:00:00,70.38,0,False,False,
1100,2016-10-17 00:00:00,70.38,0,False,False,
1100,2016-10-18 00:00:00,70.44,0,False,False,
1100,2016-10-19 00:00:00,70.44,0,False,False,
